1228,1731,1808,1940,935,661,580,1905,434,2296,810
1937,1645,1956,1515,1481,2174,978,978,951,3476,978
1568,1620,742,2065,2039,2776,1957,679,3564,1253,1894
1203,2419,1687,557,2413,1956,1467,1309,1081,2473,2832
259,1345,1294,1467,1507,2197,2992,0,1929,3171,1222
454,489,2992,1467,1720,489,2598,1391,2579,1467,1709
1413,978,2430,1047,2119,3148,810,1309,2445,1237,1117
186,1243,2220,1829,489,978,1467,809,1138,1919,1138
1963,1879,2750,1336,2164,1743,944,1681,2745,3808,1687
232,2184,1349,1026,974,1225,1392,870,2622,2445,3912
719,978,2326,2515,2094,1139,1629,666,3060,1467,1988
1823,1404,1956,0,1021,2043,2953,1632,1969,3765,3192
263,1927,1631,1461,1064,489,1993,2129,2062,918,422
1751,835,489,2258,489,516,898,1368,1777,2118,978
89,2445,783,1443,1829,489,1467,896,3423,1756,1467
1944,1868,3202,978,1021,1744,978,2063,978,1956,2801
1324,1295,978,1921,1582,2515,1552,2017,0,2431,865
1993,729,769,2464,3562,1467,2721,405,2934,1724,1126
1208,2132,2492,2624,1478,931,978,3241,1467,1467,1304
610,2193,2265,978,1083,2347,544,3047,2262,2299,656
1483,978,140,1375,489,1815,1372,799,1619,2527,1676
522,2094,2156,2445,2959,1467,489,1956,3424,2515,1112
48,2886,3237,2223,1302,583,2445,1705,2934,2629,2834
1287,390,3383,1071,2889,1900,2934,0,977,1100,1473
1648,1991,996,1841,1043,3273,978,1119,1467,719,755
683,3271,2507,489,2934,172,1467,978,978,1737,2470
1914,1252,1956,2637,341,2524,1956,740,3585,2572,1880
1104,1313,2009,3193,399,489,1027,978,715,978,1062
146,2237,2214,1617,1752,878,1467,916,2124,1956,4318
739,1885,620,1481,489,1817,1644,966,506,1956,978
1988,4059,2111,149,489,2258,789,1015,978,1467,1467
705,3603,1544,2195,1978,2323,1467,1396,1124,978,2807
509,3624,1156,897,1082,2277,1605,3734,1467,1665,1735
268,2162,978,1443,1956,1467,1700,2819,245,1447,2427
137,1337,3757,1867,1036,1467,2445,2902,1847,919,1467
1020,429,1059,501,1065,1882,1212,0,3,2096,2203
1635,489,3214,1670,489,0,1620,2388,792,802,978
1573,2047,1300,296,2032,871,1494,2321,1784,0,2633
287,2634,978,184,2602,2468,1484,1901,489,2080,2882
1158,3179,1956,1442,2312,489,978,978,551,755,1279
1378,2814,489,1467,1245,1608,978,1355,978,2934,1202
476,515,1768,1956,2999,2050,1326,1793,978,978,489
306,1572,1833,978,973,489,2649,2155,1467,4774,1956
462,2756,1404,1681,1956,3040,699,489,1432,1155,3580
1206,2073,1491,489,1467,1089,1542,1956,1298,330,1467
1310,1107,1945,489,3062,1116,654,1956,2994,3996,0
950,2445,223,2934,1546,75,1606,1467,1329,1749,1102
66,1859,3227,1526,1503,2063,4053,1467,1820,1348,920
424,978,2170,489,1467,1847,1279,1380,1461,728,2069
301,978,1467,668,489,3533,489,1213,552,665,561
787,542,926,1956,1051,1359,978,489,1956,1549,2099
760,861,1947,2081,2639,678,2688,928,978,529,2697
640,1572,1742,1441,1652,1317,1807,2467,2803,1315,1436
73,2833,979,2241,1985,2064,1966,691,1967,1467,2051
185,1607,2934,978,2389,854,1109,1467,1467,1023,933
1908,871,1717,2029,1467,2058,1025,1766,1956,664,1956
549,1921,1164,2084,1304,978,1538,1821,1263,978,1467
871,1956,1509,1292,1189,1264,1502,1679,1205,1227,2203
1725,2035,440,436,2565,2065,2624,2445,1909,1348,2291
20,0,1396,1903,1467,1583,1082,2627,1956,1467,680
297,2386,522,1097,1709,564,1956,0,489,2148,1493
265,1956,2384,3487,2707,345,1891,3180,978,37,1185
1717,3808,1763,1042,978,531,978,1467,3892,334,539
591,3191,756,902,2047,489,2175,1705,1431,1467,1806
1395,1107,568,489,1674,1161,1807,489,1133,978,489
812,1035,1448,978,1784,1155,2023,3399,3356,2368,978
716,1964,1870,2063,1147,1704,489,461,1651,1467,2453
1566,1467,3020,3236,978,1171,1843,2445,2110,1568,2480
725,1766,2384,978,3912,2181,1214,1467,2164,2132,3290
298,1467,902,727,771,1710,2544,2001,1340,2140,1956
1173,2322,1331,1614,1698,2228,1814,522,1837,2192,830
895,1583,978,2716,2464,654,1523,1146,1566,978,3868
1295,1681,2095,1294,3207,1467,1593,1536,2934,2325,489
1875,1643,978,1909,1173,1686,1099,1135,1344,1018,1467
501,1866,735,1855,1331,1467,1130,987,1639,978,1652
1409,489,978,1956,1467,2169,384,1355,1467,1956,1874
1553,2577,1956,670,1614,2021,4268,0,1464,1540,489
1819,489,754,1956,1818,1126,1594,1467,489,1858,2344
769,2371,1772,1648,1467,2173,2291,3137,1446,2176,1956
1089,1691,1905,1615,2088,1544,1956,610,2955,1579,3044
1421,1113,978,1076,2026,1272,2401,1280,1084,2834,1894
614,1695,2728,978,1306,901,1078,1974,2058,2021,2217
1284,1532,2914,648,310,2105,2920,1495,3566,1492,3423
365,2166,1222,978,3931,2001,567,2636,1386,2676,1910
898,1345,1074,1406,3861,1389,0,1348,2445,2314,1467
245,544,639,2064,489,2019,1467,2195,2145,2317,1051
621,489,4244,2837,1804,2027,1467,1516,2413,506,3214
902,1533,1848,2434,1813,762,2791,2635,1549,1861,4200
1468,3187,1467,3066,0,1430,494,1483,884,1855,1286
1964,1009,588,1448,1130,1735,1597,1191,1467,2199,1340
956,2445,1660,1467,1315,1467,2445,2668,1289,1389,5028
111,1713,3912,1462,1214,1866,1932,2462,87,978,1681
64,1613,2769,2335,1631,443,2589,1547,978,978,2429
15,1818,1925,1436,1227,1467,1467,1319,2714,1956,1467
1229,2529,2934,2086,978,1860,1078,2056,432,141,2454
828,2849,3120,601,1043,489,330,978,1234,1805,1956
1331,2794,599,2757,978,3486,2076,2876,750,1902,4102
161,2036,2651,1531,978,740,1534,1518,1467,1956,3028
30,1256,915,2737,1494,2633,1856,489,1787,2118,1454
1209,1787,978,1761,3912,391,1177,2508,2733,549,978
1118,0,1479,583,2740,2934,941,1101,1467,489,2445
619,2445,2618,1956,489,2074,754,489,1956,1266,2447
1489,1024,930,2922,489,2219,949,2402,1956,1477,2036
1292,2554,978,1168,2348,1968,739,1171,1908,1810,2312
183,856,3756,1250,2934,1956,1467,489,933,504,1341
864,2952,1833,978,1839,2769,677,763,2093,2840,930
762,1747,1776,1413,1824,1387,702,1250,668,1817,1956
1641,1344,2781,1387,2878,1011,579,380,1127,2456,622
1837,1834,3197,2095,1956,2711,2785,3200,2465,1199,1344
1854,2538,1467,1376,1165,2150,1467,489,1467,3609,1104
363,2405,1028,4148,1789,2934,3780,1489,1788,804,1280
413,1467,2807,628,489,978,1095,1467,2468,503,699
870,1987,2093,1956,931,1467,1956,1854,1897,2345,489
17,1650,2529,1813,397,1806,1449,2016,3708,489,982
919,2707,1839,2934,2594,1381,1076,1910,2445,1314,1443
1972,1467,2972,524,1209,1070,1956,1568,489,2445,1467
1025,1012,1387,489,978,3423,1191,1867,1467,1894,966
965,1489,1251,1626,1710,1484,1514,1496,2680,5891,1650
1207,2986,2934,1467,1340,1467,811,2668,0,558,1580
1540,2732,489,2445,1147,456,1467,3076,1294,2527,1914
1498,2934,0,1339,1467,1586,1100,1687,1217,1252,2381
1030,2224,2267,613,4353,2625,2634,1025,3196,1485,1467
507,2324,1690,1100,489,1935,2624,978,1410,1001,1144
567,978,1113,489,804,1766,1650,2499,1866,1827,0
1599,1679,1416,597,1833,1281,2042,2948,2854,978,255
1455,1731,2298,2351,2406,1584,2337,1205,877,3828,2030
1191,1840,1028,3337,2241,1309,1741,725,1182,489,1870
144,2041,2618,978,1010,2102,1822,1467,0,2068,1467
8,2478,1831,1467,1799,1467,2147,978,2445,1564,978
291,1956,1956,1026,2161,2694,978,489,2837,1182,1160
380,1189,2280,894,1123,978,1126,1286,459,3413,978
318,1860,1040,1626,978,1015,1829,978,891,897,1935
641,1467,1813,390,1211,1992,1603,2278,554,2445,1467
945,1467,1214,1140,2660,2079,1956,489,2418,2048,489
85,2237,1509,1956,978,2585,1289,644,2018,2847,1708
1834,489,849,978,2445,2782,2127,1402,2054,0,1467
541,505,2814,1106,1298,3136,1453,2711,978,1406,1171
1335,1642,1956,1168,0,581,2263,2340,1211,1760,1956
1546,910,1956,978,2462,1074,1424,1961,0,1234,959
82,729,1467,2792,1043,2259,1724,1994,1042,1012,1615
438,2253,459,2890,857,3069,513,1392,3237,1580,1641
805,887,1679,2897,999,907,1684,3215,1592,634,1333
215,2643,1468,1392,489,1956,3084,1308,793,994,1139
