245,16,3.00000101
2590699,16,3.000001014
769,16,3.000001015
1122,16,3.000001038
270,16,3.000001043
1032,16,3.000001051
7815320,16,3.000001077
1105,16,3.000001082
1717,16,3.000001088
1909,16,3.000001103
679,16,3.000001103
673994,16,3.000001117
4423481,16,3.000001117
1416,16,3.00000112
2872741,16,3.000001122
296,16,3.000001136
1610,16,3.00000114
1243875,16,3.000001167
